,Gene,Ensembl,RNA tissue specificity,RNA tissue distribution,RNA tissue specificity score,RNA tissue specific nTPM,RNA single cell type specificity,RNA single cell type distribution,RNA single cell type specificity score,RNA single cell type specific nTPM,RNA single nuclei brain specificity,RNA single nuclei brain distribution,RNA single nuclei brain specificity score,RNA single nuclei brain specific nTPM,TAU score - Tissue,TAU score - Blood,TAU score - Brain,TAU score - Single Cell Type,TAU score - Single nuclei brain
0,ZNF671,ENSG00000083814,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,{'Cone photoreceptor cells': '10.2'},Low cell type specificity,Detected in all,,,0.41,0.19,0.24,0.61,0.26
0,ZNF672,ENSG00000171161,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in all,,{'Syncytiotrophoblasts': '77.9'},Low cell type specificity,Detected in all,,,0.29,0.24,0.06,0.40,0.26
0,ZNF674,ENSG00000251192,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,"{'Excitatory neurons': '9.0', 'Inhibitory neurons': '10.9', 'Oligodendrocyte precursor cells': '9.0', 'Oligodendrocytes': '11.4'}",Low cell type specificity,Detected in all,,,0.45,0.50,0.11,0.62,0.13
0,ZNF675,ENSG00000197372,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,"{'Early spermatids': '73.1', 'Late spermatids': '95.6'}",Low cell type specificity,Detected in all,,,0.25,0.20,0.06,0.58,0.19
0,ZNF676,ENSG00000196109,Tissue enhanced,Detected in many,,"{'parathyroid gland': '3.6', 'testis': '3.7'}",Cell type enhanced,Detected in many,,"{'Distal tubular cells': '30.7', 'Early spermatids': '29.2', 'Mesothelial cells': '15.2', 'Oligodendrocyte precursor cells': '16.5', 'Oligodendrocytes': '34.6', 'Oocytes': '25.0', 'Spermatocytes': '19.0'}",Cell type enhanced,Detected in many,,"{'fibroblast': '51.7', 'hippocampal CA4': '53.2', 'oligodendrocyte': '60.7'}",0.65,Not detected,0.18,0.77,0.61
0,ZNF677,ENSG00000197928,Tissue enhanced,Detected in all,,{'testis': '43.5'},Group enriched,Detected in many,7,"{'Early spermatids': '548.4', 'Late spermatids': '481.4'}",Low cell type specificity,Detected in all,,,0.44,0.30,0.11,0.60,0.27
0,ZNF678,ENSG00000181450,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,"{'Oligodendrocyte precursor cells': '35.8', 'Oligodendrocytes': '41.6'}",Low cell type specificity,Detected in all,,,0.30,0.57,0.09,0.53,0.20
0,ZNF679,ENSG00000197123,Tissue enriched,Detected in single,11,{'testis': '1.0'},Group enriched,Detected in some,24,"{'Early spermatids': '10.1', 'Late spermatids': '4.0'}",Not detected,Not detected,,,1.00,Not detected,Not detected,0.99,Not detected
0,ZNF680,ENSG00000173041,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,"{'Astrocytes': '110.8', 'Oligodendrocytes': '83.1'}",Low cell type specificity,Detected in all,,,0.39,0.54,0.09,0.50,0.21
0,ZNF681,ENSG00000196172,Low tissue specificity,Detected in many,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.54,0.57,0.26,0.50,0.24
0,ZNF682,ENSG00000197124,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,{'Oligodendrocytes': '20.6'},Low cell type specificity,Detected in all,,,0.35,0.49,0.16,0.52,0.24
0,ZNF683,ENSG00000176083,Tissue enriched,Detected in some,8,{'testis': '79.6'},Group enriched,Detected in some,14,"{'Early spermatids': '372.8', 'Late spermatids': '541.8'}",Cell type enriched,Detected in single,67,{'leukocyte': '46.4'},0.86,0.72,0.42,0.95,0.98
0,ZNF684,ENSG00000117010,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,{'Cardiomyocytes': '19.1'},Low cell type specificity,Detected in all,,,0.50,0.35,0.13,0.50,0.24
0,ZNF687,ENSG00000143373,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.31,0.71,0.08,0.32,0.33
0,ZNF688,ENSG00000229809,Low tissue specificity,Detected in all,,,Group enriched,Detected in all,6,"{'Early spermatids': '193.7', 'Late spermatids': '564.1'}",Low cell type specificity,Detected in all,,,0.33,0.35,0.05,0.56,0.21
0,ZNF689,ENSG00000156853,Tissue enhanced,Detected in all,,{'testis': '18.9'},Cell type enhanced,Detected in many,,"{'Early spermatids': '55.7', 'Late spermatids': '54.7', 'Spermatocytes': '72.7'}",Low cell type specificity,Detected in all,,,0.47,0.35,0.05,0.57,0.44
0,ZNF69,ENSG00000198429,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,"{'Cholangiocytes': '21.0', 'Late spermatids': '22.6'}",Low cell type specificity,Detected in all,,,0.47,0.66,0.24,0.58,0.23
0,ZNF691,ENSG00000164011,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in many,,,Cell type enhanced,Detected in all,,{'central nervous system macrophage': '26.5'},0.21,0.14,0.05,0.45,0.50
0,ZNF692,ENSG00000171163,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in all,,{'Spermatocytes': '44.9'},Low cell type specificity,Detected in all,,,0.29,0.45,0.13,0.40,0.17
0,ZNF695,ENSG00000197472,Not detected,Not detected,,,Cell type enhanced,Detected in some,,"{'Cytotrophoblasts': '3.2', 'Extravillous trophoblasts': '3.9', 'Oocytes': '5.1', 'Spermatocytes': '2.9', 'Spermatogonia': '2.4', 'Undifferentiated cells': '3.8'}",Not detected,Not detected,,,Not detected,Not detected,0.17,0.85,Not detected
0,ZNF696,ENSG00000185730,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.26,0.27,0.05,0.46,0.20
0,ZNF697,ENSG00000143067,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,"{'Excitatory neurons': '16.4', 'Langerhans cells': '13.5', 'Syncytiotrophoblasts': '20.8'}",Low cell type specificity,Detected in many,,,0.44,Not detected,0.28,0.62,0.40
0,ZNF699,ENSG00000196110,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,{'NK-cells': '21.1'},Low cell type specificity,Detected in all,,,0.34,0.49,0.18,0.49,0.18
0,ZNF7,ENSG00000147789,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in all,,,Low cell type specificity,Detected in all,,,0.20,0.26,0.14,0.34,0.16
0,ZNF70,ENSG00000187792,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,"{'Cone photoreceptor cells': '10.2', 'Skeletal myocytes': '9.8'}",Low cell type specificity,Detected in many,,,0.36,0.72,0.09,0.64,0.33
0,ZNF700,ENSG00000196757,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,{'Microglial cells': '28.6'},Low cell type specificity,Detected in some,,,0.24,0.20,0.10,0.51,0.67
0,ZNF701,ENSG00000167562,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.29,0.28,0.12,0.41,0.15
0,ZNF703,ENSG00000183779,Tissue enhanced,Detected in many,,{'skeletal muscle': '104.6'},Cell type enhanced,Detected in many,,"{'monocytes': '215.7', 'Syncytiotrophoblasts': '467.1'}",Cell type enhanced,Detected in many,,"{'ependymal cell': '28.3', 'pericyte': '47.2', 'vascular associated smooth muscle cell': '34.3'}",0.43,0.91,0.12,0.60,0.65
0,ZNF704,ENSG00000164684,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,"{'Inhibitory neurons': '163.4', 'Oligodendrocyte precursor cells': '281.1', 'Oligodendrocytes': '318.7'}",Low cell type specificity,Detected in all,,,0.32,Not detected,0.19,0.51,0.19
0,ZNF705A,ENSG00000196946,Tissue enhanced,Detected in some,,{'epididymis': '2.3'},Group enriched,Detected in some,15,"{'Early spermatids': '4.2', 'Late spermatids': '3.5'}",Not detected,Not detected,,,0.68,Not detected,0.20,0.98,Not detected
0,ZNF705B,ENSG00000215356,Not detected,Not detected,,,Group enriched,Detected in some,6,"{'Early spermatids': '1.9', 'Late spermatids': '3.9'}",,,,,Not detected,Not detected,Not detected,0.99,Not available
0,ZNF705D,ENSG00000215343,Tissue enriched,Detected in single,11,{'epididymis': '3.2'},Group enriched,Detected in some,16,"{'Early spermatids': '3.0', 'Late spermatids': '1.4'}",Not detected,Not detected,,,0.98,Not detected,Not detected,0.99,Not detected
0,ZNF705G,ENSG00000215372,Not detected,Not detected,,,Group enriched,Detected in some,18,"{'Early spermatids': '21.6', 'Late spermatids': '32.0'}",Cell type enhanced,Detected in single,,{'oligodendrocyte': '1.3'},Not detected,Not detected,Not detected,0.98,0.97
0,ZNF706,ENSG00000120963,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in all,,{'Late spermatids': '1117.0'},Low cell type specificity,Detected in all,,,0.21,0.14,0.05,0.31,0.11
0,ZNF707,ENSG00000181135,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,"{'Early spermatids': '11.8', 'Late spermatids': '11.4', 'NK-cells': '9.3'}",Low cell type specificity,Detected in all,,,0.39,Not detected,0.11,0.59,0.22
0,ZNF708,ENSG00000182141,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,"{'Oligodendrocyte precursor cells': '55.2', 'Oligodendrocytes': '196.6'}",Cell type enhanced,Detected in all,,{'oligodendrocyte': '377.5'},0.39,0.39,0.17,0.58,0.29
0,ZNF709,ENSG00000242852,Tissue enriched,Detected in many,5,{'testis': '14.9'},Cell type enhanced,Detected in some,,"{'Early spermatids': '35.0', 'Excitatory neurons': '14.0', 'Inhibitory neurons': '14.1', 'Late spermatids': '33.3', 'Oligodendrocyte precursor cells': '16.5'}",Not detected,Not detected,,,0.70,0.56,0.18,0.83,Not detected
0,ZNF71,ENSG00000197951,Low tissue specificity,Detected in many,,,Low cell type specificity,Detected in many,,,Not detected,Not detected,,,0.22,0.31,0.14,0.40,Not detected
0,ZNF710,ENSG00000140548,Tissue enhanced,Detected in all,,{'pancreas': '42.8'},Cell type enhanced,Detected in many,,"{'Astrocytes': '36.8', 'Langerhans cells': '34.8', 'Microglial cells': '143.1', 'Oligodendrocytes': '33.9'}",Cell type enriched,Detected in all,5,{'central nervous system macrophage': '675.1'},0.48,0.73,0.05,0.66,0.51
0,ZNF711,ENSG00000147180,Tissue enhanced,Detected in many,,{'testis': '36.2'},Cell type enhanced,Detected in many,,{'Oligodendrocyte precursor cells': '35.8'},Low cell type specificity,Detected in all,,,0.54,0.89,0.10,0.54,0.24
0,ZNF713,ENSG00000178665,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,"{'Early spermatids': '21.0', 'Excitatory neurons': '15.6', 'Late spermatids': '16.3', 'Oligodendrocytes': '23.8'}",Low cell type specificity,Detected in all,,,0.52,0.77,0.12,0.63,0.21
0,ZNF714,ENSG00000160352,Tissue enhanced,Detected in many,,"{'ovary': '14.3', 'thyroid gland': '13.9'}",Cell type enhanced,Detected in many,,{'Granulosa cells': '51.5'},Low cell type specificity,Detected in all,,,0.52,0.39,0.17,0.46,0.15
0,ZNF716,ENSG00000182111,Not detected,Not detected,,,Group enriched,Detected in some,7,"{'Early spermatids': '3.5', 'Late spermatids': '4.1', 'Oocytes': '5.1', 'Spermatocytes': '3.5', 'Spermatogonia': '5.6'}",Not detected,Not detected,,,Not detected,Not detected,0.14,0.94,Not detected
0,ZNF717,ENSG00000227124,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,{'Oligodendrocytes': '32.9'},Low cell type specificity,Detected in all,,,0.29,0.33,0.09,0.46,0.13
0,ZNF718,ENSG00000250312,Low tissue specificity,Detected in many,,,Group enriched,Detected in many,4,"{'Astrocytes': '35.6', 'Excitatory neurons': '38.8', 'Inhibitory neurons': '55.8', 'Microglial cells': '45.6', 'Oligodendrocyte precursor cells': '59.0', 'Oligodendrocytes': '79.2'}",Low cell type specificity,Detected in all,,,0.31,0.42,0.06,0.67,0.10
0,ZNF721,ENSG00000182903,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in all,,,Low cell type specificity,Detected in all,,,0.17,0.18,0.11,0.22,0.09
0,ZNF724,ENSG00000196081,Tissue enhanced,Detected in some,,"{'bone marrow': '2.7', 'esophagus': '2.5'}",Cell type enhanced,Detected in many,,"{'Spermatocytes': '5.8', 'Spermatogonia': '8.2'}",Low cell type specificity,Detected in some,,,0.72,0.49,0.15,0.70,0.60
0,ZNF726,ENSG00000213967,Low tissue specificity,Detected in many,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in many,,,0.41,0.73,0.09,0.58,0.45
0,ZNF727,ENSG00000214652,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,"{'Horizontal cells': '18.3', 'Oligodendrocyte precursor cells': '32.1', 'Oligodendrocytes': '25.2'}",Not detected,Not detected,,,0.52,Not detected,0.11,0.68,Not detected
0,ZNF728,ENSG00000269067,Tissue enriched,Detected in some,5,{'testis': '10.1'},Cell type enhanced,Detected in some,,"{'Early spermatids': '9.4', 'Granulosa cells': '13.8', 'Late spermatids': '7.2', 'Spermatocytes': '9.1'}",Cell type enhanced,Detected in many,,"{'fibroblast': '12.7', 'hippocampal CA4': '10.3'}",0.80,Not detected,0.11,0.86,0.71
0,ZNF729,ENSG00000196350,Tissue enriched,Detected in single,16,{'testis': '1.9'},Cell type enhanced,Detected in some,,"{'Early spermatids': '1.0', 'Late spermatids': '1.2', 'Spermatocytes': '4.7', 'Spermatogonia': '4.3'}",Cell type enhanced,Detected in single,,{'hippocampal CA4': '2.6'},0.99,Not detected,Not detected,0.96,0.90
0,ZNF730,ENSG00000183850,Tissue enhanced,Detected in many,,{'testis': '4.9'},Cell type enhanced,Detected in some,,"{'Astrocytes': '8.7', 'Early spermatids': '32.5', 'Late spermatids': '23.9', 'Oligodendrocyte precursor cells': '11.3'}",Low cell type specificity,Detected in many,,,0.70,Not detected,0.20,0.88,0.48
0,ZNF732,ENSG00000186777,Low tissue specificity,Detected in some,,,Group enriched,Detected in some,4,"{'Oocytes': '11.0', 'Spermatocytes': '6.0', 'Spermatogonia': '6.2'}",Cell type enhanced,Detected in many,,{'medium spiny neuron': '18.5'},0.69,Not detected,0.30,0.91,0.57
0,ZNF735,ENSG00000223614,Not detected,Not detected,,,Not detected,Not detected,,,Not detected,Not detected,,,Not detected,Not detected,Not detected,Not detected,Not detected
0,ZNF736,ENSG00000234444,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,"{'Late spermatids': '65.1', 'Rod photoreceptor cells': '56.7'}",Low cell type specificity,Detected in all,,,0.48,0.56,0.05,0.49,0.12
0,ZNF737,ENSG00000237440,Tissue enhanced,Detected in all,,{'thyroid gland': '36.9'},Cell type enhanced,Detected in many,,{'Granulosa cells': '78.1'},Low cell type specificity,Detected in all,,,0.43,0.39,0.10,0.58,0.20
0,ZNF74,ENSG00000185252,Low tissue specificity,Detected in many,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.29,0.49,0.09,0.46,0.20
0,ZNF740,ENSG00000139651,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.26,0.60,0.08,0.28,0.17
0,ZNF746,ENSG00000181220,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.33,0.76,0.06,0.31,0.15
0,ZNF747,ENSG00000169955,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.20,0.32,0.04,0.38,0.30
0,ZNF749,ENSG00000186230,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,"{'Basal squamous epithelial cells': '27.3', 'Excitatory neurons': '23.3', 'Inhibitory neurons': '20.3', 'Melanocytes': '20.6', 'Squamous epithelial cells': '37.2'}",Low cell type specificity,Detected in all,,,0.49,0.36,0.16,0.64,0.27
0,ZNF750,ENSG00000141579,Tissue enhanced,Detected in many,,"{'esophagus': '93.4', 'skin 1': '134.6', 'vagina': '50.2'}",Cell type enhanced,Detected in some,,"{'Basal keratinocytes': '100.1', 'Basal squamous epithelial cells': '55.6', 'Serous glandular cells': '51.3', 'Squamous epithelial cells': '158.1', 'Suprabasal keratinocytes': '197.0', 'Syncytiotrophoblasts': '68.2'}",Low cell type specificity,Detected in some,,,0.77,Not detected,0.18,0.82,0.39
0,ZNF75A,ENSG00000162086,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in all,,,Low cell type specificity,Detected in all,,,0.21,0.20,0.13,0.33,0.14
0,ZNF75D,ENSG00000186376,Low tissue specificity,Detected in all,,,Group enriched,Detected in many,9,"{'Early spermatids': '158.8', 'Late spermatids': '325.2'}",Low cell type specificity,Detected in all,,,0.26,0.32,0.07,0.72,0.20
0,ZNF76,ENSG00000065029,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in all,,,Low cell type specificity,Detected in all,,,0.23,0.21,0.10,0.35,0.10
0,ZNF761,ENSG00000160336,Tissue enriched,Detected in all,4,{'prostate': '71.4'},Cell type enhanced,Detected in many,,"{'Distal tubular cells': '33.8', 'Prostatic glandular cells': '69.1', 'Syncytiotrophoblasts': '48.1'}",Not detected,Not detected,,,0.49,0.28,0.11,0.55,Not detected
0,ZNF763,ENSG00000197054,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,"{'Cytotrophoblasts': '8.2', 'Early spermatids': '8.2', 'Rod photoreceptor cells': '8.8'}",Low cell type specificity,Detected in all,,,0.30,0.42,0.13,0.61,0.42
0,ZNF764,ENSG00000169951,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.24,0.42,0.12,0.46,0.20
0,ZNF765,ENSG00000196417,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,"{'Extravillous trophoblasts': '30.8', 'Leydig cells': '37.1'}",Low cell type specificity,Detected in all,,,0.40,0.20,0.12,0.51,0.25
0,ZNF766,ENSG00000196214,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,"{'Early spermatids': '99.9', 'Late spermatids': '53.9'}",Low cell type specificity,Detected in all,,,0.32,0.18,0.05,0.47,0.18
0,ZNF768,ENSG00000169957,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,{'Distal enterocytes': '49.8'},Low cell type specificity,Detected in all,,,0.29,0.65,0.05,0.43,0.42
0,ZNF77,ENSG00000175691,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.27,0.31,0.33,0.48,0.26
0,ZNF770,ENSG00000198146,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in all,,{'Suprabasal keratinocytes': '135.2'},Low cell type specificity,Detected in all,,,0.27,0.21,0.08,0.34,0.17
0,ZNF771,ENSG00000179965,Low tissue specificity,Detected in many,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.45,0.36,0.09,0.41,0.11
0,ZNF772,ENSG00000197128,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,{'Collecting duct cells': '15.6'},Not detected,Not detected,,,0.43,0.56,0.15,0.67,Not detected
0,ZNF773,ENSG00000152439,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.22,0.30,0.07,0.48,0.16
0,ZNF774,ENSG00000196391,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,"{'Early spermatids': '15.6', 'Late spermatids': '13.3', 'Spermatocytes': '10.3'}",Low cell type specificity,Detected in many,,,0.40,0.66,0.08,0.66,0.28
0,ZNF775,ENSG00000196456,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,"{'Bipolar cells': '19.0', 'Granulosa cells': '16.8', 'Horizontal cells': '20.1', 'Muller glia cells': '25.7'}",Low cell type specificity,Detected in many,,,0.41,Not detected,0.10,0.63,0.50
0,ZNF776,ENSG00000152443,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.32,0.46,0.11,0.40,0.13
0,ZNF777,ENSG00000196453,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,{'Oocytes': '15.4'},Low cell type specificity,Detected in all,,,0.23,Not detected,0.07,0.49,0.09
0,ZNF778,ENSG00000170100,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,{'Late spermatids': '32.1'},Low cell type specificity,Detected in all,,,0.43,0.63,0.12,0.58,0.13
0,ZNF780A,ENSG00000197782,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in all,,{'Hepatocytes': '40.9'},Low cell type specificity,Detected in all,,,0.21,0.34,0.07,0.50,0.27
0,ZNF780B,ENSG00000128000,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,"{'Astrocytes': '51.1', 'Cone photoreceptor cells': '42.5', 'Excitatory neurons': '54.6', 'Inhibitory neurons': '57.1', 'Oligodendrocyte precursor cells': '52.8', 'Oligodendrocytes': '72.6'}",Low cell type specificity,Detected in all,,,0.48,0.45,0.14,0.55,0.10
0,ZNF782,ENSG00000196597,Low tissue specificity,Detected in all,,,Group enriched,Detected in many,12,"{'Astrocytes': '91.3', 'Excitatory neurons': '101.6', 'Inhibitory neurons': '121.5', 'Microglial cells': '67.1', 'Oligodendrocyte precursor cells': '109.9', 'Oligodendrocytes': '154.5'}",Low cell type specificity,Detected in all,,,0.46,Not detected,0.16,0.73,0.11
0,ZNF783,ENSG00000204946,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.27,0.55,0.08,0.50,0.18
0,ZNF784,ENSG00000179922,Tissue enhanced,Detected in all,,{'skeletal muscle': '41.4'},Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in many,,,0.45,Not detected,0.13,0.47,0.41
0,ZNF785,ENSG00000197162,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.28,0.41,0.08,0.45,0.14
0,ZNF786,ENSG00000197362,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,"{'Excitatory neurons': '18.2', 'Inhibitory neurons': '15.1'}",Low cell type specificity,Detected in all,,,0.32,0.27,0.13,0.58,0.15
0,ZNF787,ENSG00000142409,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,{'Cone photoreceptor cells': '141.0'},Low cell type specificity,Detected in all,,,0.27,0.55,0.06,0.47,0.25
0,ZNF789,ENSG00000198556,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,{'Early spermatids': '42.5'},Low cell type specificity,Detected in all,,,0.30,0.53,0.22,0.51,0.12
0,ZNF79,ENSG00000196152,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.25,0.19,0.18,0.58,0.30
0,ZNF790,ENSG00000197863,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,"{'Early spermatids': '122.5', 'Late spermatids': '42.4'}",Low cell type specificity,Detected in all,,,0.32,0.26,0.10,0.61,0.12
0,ZNF791,ENSG00000173875,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.20,0.27,0.15,0.28,0.15
0,ZNF792,ENSG00000180884,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,"{'Adipocytes': '6.8', 'Endothelial cells': '8.0', 'Skeletal myocytes': '4.9'}",Low cell type specificity,Detected in many,,,0.33,0.50,0.29,0.71,0.58
0,ZNF793,ENSG00000188227,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,"{'Early spermatids': '37.1', 'Horizontal cells': '30.8', 'Rod photoreceptor cells': '33.7'}",Low cell type specificity,Detected in all,,,0.43,0.62,0.11,0.52,0.15
0,ZNF799,ENSG00000196466,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,{'Oocytes': '36.8'},Not detected,Not detected,,,0.29,0.26,0.14,0.63,Not detected
0,ZNF8,ENSG00000278129,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,{'Horizontal cells': '13.2'},Low cell type specificity,Detected in all,,,0.37,0.55,0.11,0.50,0.12
0,ZNF80,ENSG00000174255,Tissue enriched,Detected in single,6,{'lymphoid tissue': '3.0'},Group enriched,Detected in some,5,"{'NK-cells': '3.5', 'Pancreatic endocrine cells': '3.4', 'T-cells': '5.5'}",Cell type enriched,Detected in single,15,{'leukocyte': '7.2'},0.91,0.84,Not detected,0.95,0.98
0,ZNF800,ENSG00000048405,Tissue enhanced,Detected in all,,{'bone marrow': '73.7'},Low cell type specificity,Detected in all,,,Low cell type specificity,Detected in all,,,0.48,0.17,0.18,0.28,0.17
0,ZNF804A,ENSG00000170396,Tissue enhanced,Detected in some,,"{'brain': '3.5', 'retina': '3.7'}",Group enriched,Detected in some,9,"{'Excitatory neurons': '258.8', 'Inhibitory neurons': '650.7', 'Oligodendrocyte precursor cells': '175.0'}",Low cell type specificity,Detected in all,,,0.80,Not detected,0.27,0.89,0.30
0,ZNF804B,ENSG00000182348,Tissue enriched,Detected in single,4,{'thyroid gland': '3.8'},Group enriched,Detected in some,13,"{'Excitatory neurons': '587.7', 'Inhibitory neurons': '255.8'}",Cell type enhanced,Detected in all,,"{'eccentric medium spiny neuron': '1344.8', 'LAMP5-LHX6 and Chandelier': '1366.3'}",0.95,Not detected,0.53,0.95,0.37
0,ZNF805,ENSG00000204524,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.53,0.41,0.05,0.35,0.16
0,ZNF808,ENSG00000198482,Low tissue specificity,Detected in many,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.39,0.30,0.14,0.41,0.21
0,ZNF81,ENSG00000197779,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,"{'Astrocytes': '21.4', 'Inhibitory neurons': '18.5', 'Oligodendrocyte precursor cells': '20.8', 'Oligodendrocytes': '34.5'}",Low cell type specificity,Detected in all,,,0.32,0.45,0.05,0.60,0.11
0,ZNF813,ENSG00000198346,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,"{'Extravillous trophoblasts': '10.6', 'Prostatic glandular cells': '19.8'}",Low cell type specificity,Detected in many,,,0.53,0.37,0.11,0.65,0.48
0,ZNF814,ENSG00000204514,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in all,,"{'Early spermatids': '55.6', 'Granulosa cells': '58.6', 'Oocytes': '55.1'}",Low cell type specificity,Detected in all,,,0.24,0.32,0.13,0.42,0.11
0,ZNF816,ENSG00000180257,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,{'Prostatic glandular cells': '8.7'},Low cell type specificity,Detected in many,,,0.29,0.19,0.22,0.58,0.59
0,ZNF821,ENSG00000102984,Tissue enhanced,Detected in all,,"{'brain': '26.2', 'testis': '20.6'}",Cell type enhanced,Detected in many,,"{'Early spermatids': '147.7', 'Late spermatids': '65.5', 'Spermatocytes': '68.7'}",Low cell type specificity,Detected in all,,,0.53,0.72,0.27,0.51,0.17
0,ZNF823,ENSG00000197933,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,"{'Cytotrophoblasts': '18.7', 'Syncytiotrophoblasts': '22.4'}",Low cell type specificity,Detected in all,,,0.32,0.49,0.33,0.52,0.19
0,ZNF827,ENSG00000151612,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,"{'Oligodendrocyte precursor cells': '164.1', 'Prostatic glandular cells': '319.6'}",Low cell type specificity,Detected in all,,,0.40,0.61,0.17,0.54,0.25
